111 -03.85634121 -032.42832021 20
115 -03.85634272 -032.42829382
120 Linear Feature 83
111 -03.85635478 -032.42832096 20
115 -03.85635629 -032.42829458
120 Linear Feature 83
111 -03.85636634 -032.42832210 20
115 -03.85636784 -032.42829571
120 Linear Feature 83
111 -03.85639850 -032.42832411 20
115 -03.85640000 -032.42829773
120 Linear Feature 83
111 -03.85638770 -032.42832361 20
115 -03.85638920 -032.42829722
120 Linear Feature 83
111 -03.85637727 -032.42832298 20
115 -03.85637877 -032.42829659
120 Linear Feature 83
111 -03.85619545 -032.42830501 20
115 -03.85619695 -032.42827862
120 Linear Feature 83
111 -03.85620795 -032.42830657 20
115 -03.85620945 -032.42828019
120 Linear Feature 83
111 -03.85622184 -032.42830810 20
115 -03.85622335 -032.42828171
120 Linear Feature 83
111 -03.85623726 -032.42830918 20
115 -03.85623876 -032.42828280
120 Linear Feature 83
111 -03.85625289 -032.42831114 20
115 -03.85625439 -032.42828476
120 Linear Feature 83
111 -03.85626656 -032.42831267 20
115 -03.85626807 -032.42828628
120 Linear Feature 83
111 -03.85628230 -032.42831502 20
115 -03.85628381 -032.42828864
120 Linear Feature 83
111 -03.85629786 -032.42831629 20
115 -03.85629936 -032.42828991
120 Linear Feature 83
111 -03.85631342 -032.42831774 20
115 -03.85631492 -032.42829136
120 Linear Feature 83
111 -03.85632714 -032.42831910 20
115 -03.85632864 -032.42829272
120 Linear Feature 83
111 -03.85634131 -032.42832016 20
115 -03.85634281 -032.42829377
120 Linear Feature 83
111 -03.85635488 -032.42832092 20
115 -03.85635638 -032.42829453
120 Linear Feature 83
111 -03.85636644 -032.42832205 20
115 -03.85636794 -032.42829566
120 Linear Feature 83
111 -03.85639860 -032.42832406 20
115 -03.85640010 -032.42829768
120 Linear Feature 83
111 -03.85638779 -032.42832356 20
115 -03.85638930 -032.42829717
120 Linear Feature 83
111 -03.85637737 -032.42832293 20
115 -03.85637887 -032.42829654
120 Linear Feature 83
111 -03.85619556 -032.42830503 20
115 -03.85619706 -032.42827864
120 Linear Feature 83
111 -03.85620806 -032.42830660 20
115 -03.85620956 -032.42828021
120 Linear Feature 83
111 -03.85622196 -032.42830812 20
115 -03.85622346 -032.42828173
120 Linear Feature 83
111 -03.85623737 -032.42830921 20
115 -03.85623887 -032.42828282
120 Linear Feature 83
111 -03.85625300 -032.42831116 20
115 -03.85625450 -032.42828478
120 Linear Feature 83
111 -03.85626668 -032.42831269 20
115 -03.85626818 -032.42828630
120 Linear Feature 83
111 -03.85628241 -032.42831504 20
115 -03.85628392 -032.42828866
120 Linear Feature 83
111 -03.85629797 -032.42831631 20
115 -03.85629948 -032.42828993
120 Linear Feature 83
111 -03.85631353 -032.42831777 20
115 -03.85631503 -032.42829138
120 Linear Feature 83
111 -03.85632725 -032.42831913 20
115 -03.85632875 -032.42829274
120 Linear Feature 83
111 -03.85634142 -032.42832018 20
115 -03.85634292 -032.42829379
120 Linear Feature 83
111 -03.85635499 -032.42832094 20
115 -03.85635649 -032.42829455
120 Linear Feature 83
111 -03.85636655 -032.42832207 20
115 -03.85636805 -032.42829568
120 Linear Feature 83
111 -03.85639871 -032.42832409 20
115 -03.85640021 -032.42829770
120 Linear Feature 83
111 -03.85638791 -032.42832358 20
115 -03.85638941 -032.42829719
120 Linear Feature 83
111 -03.85637748 -032.42832295 20
115 -03.85637898 -032.42829656
120 Linear Feature 83
111 -03.85619565 -032.42830501 20
115 -03.85619715 -032.42827862
120 Linear Feature 83
111 -03.85620815 -032.42830658 20
115 -03.85620965 -032.42828019
120 Linear Feature 83
111 -03.85622204 -032.42830810 20
115 -03.85622355 -032.42828171
120 Linear Feature 83
111 -03.85623746 -032.42830919 20
115 -03.85623896 -032.42828280
120 Linear Feature 83
111 -03.85625309 -032.42831115 20
115 -03.85625459 -032.42828476
120 Linear Feature 83
111 -03.85626676 -032.42831267 20
115 -03.85626827 -032.42828628
120 Linear Feature 83
111 -03.85628250 -032.42831503 20
115 -03.85628401 -032.42828864
120 Linear Feature 83
111 -03.85629806 -032.42831630 20
115 -03.85629956 -032.42828991
120 Linear Feature 83
111 -03.85631362 -032.42831775 20
115 -03.85631512 -032.42829136
120 Linear Feature 83
111 -03.85632734 -032.42831911 20
115 -03.85632884 -032.42829272
120 Linear Feature 83
111 -03.85634151 -032.42832017 20
115 -03.85634301 -032.42829378
120 Linear Feature 83
111 -03.85635508 -032.42832092 20
115 -03.85635658 -032.42829453
120 Linear Feature 83
111 -03.85636664 -032.42832206 20
115 -03.85636814 -032.42829567
120 Linear Feature 83
111 -03.85639880 -032.42832407 20
115 -03.85640030 -032.42829768
120 Linear Feature 83
111 -03.85638799 -032.42832357 20
115 -03.85638950 -032.42829718
120 Linear Feature 83
111 -03.85637757 -032.42832294 20
115 -03.85637907 -032.42829655
120 Linear Feature 83
111 -03.85619574 -032.42830502 20
115 -03.85619724 -032.42827863
120 Linear Feature 83
111 -03.85620824 -032.42830659 20
115 -03.85620975 -032.42828020
120 Linear Feature 83
111 -03.85622214 -032.42830811 20
115 -03.85622364 -032.42828172
120 Linear Feature 83
111 -03.85623755 -032.42830920 20
115 -03.85623905 -032.42828281
120 Linear Feature 83
111 -03.85625318 -032.42831116 20
115 -03.85625468 -032.42828477
120 Linear Feature 83
111 -03.85626686 -032.42831268 20
115 -03.85626836 -032.42828629
120 Linear Feature 83
111 -03.85628260 -032.42831504 20
115 -03.85628410 -032.42828865
120 Linear Feature 83
111 -03.85629815 -032.42831631 20
115 -03.85629966 -032.42828992
120 Linear Feature 83
111 -03.85631371 -032.42831776 20
115 -03.85631522 -032.42829137
120 Linear Feature 83
111 -03.85632743 -032.42831912 20
115 -03.85632893 -032.42829273
120 Linear Feature 83
111 -03.85634160 -032.42832018 20
115 -03.85634311 -032.42829379
120 Linear Feature 83
111 -03.85635517 -032.42832093 20
115 -03.85635667 -032.42829454
120 Linear Feature 83
111 -03.85636673 -032.42832206 20
115 -03.85636823 -032.42829568
120 Linear Feature 83
111 -03.85639889 -032.42832408 20
115 -03.85640039 -032.42829769
120 Linear Feature 83
111 -03.85638809 -032.42832358 20
115 -03.85638959 -032.42829719
120 Linear Feature 83
111 -03.85637766 -032.42832295 20
115 -03.85637916 -032.42829656
120 Linear Feature 83
111 -03.85619584 -032.42830505 20
115 -03.85619735 -032.42827866
120 Linear Feature 83
111 -03.85620835 -032.42830661 20
115 -03.85620985 -032.42828022
120 Linear Feature 83
111 -03.85622224 -032.42830814 20
115 -03.85622374 -032.42828174
120 Linear Feature 83
111 -03.85623765 -032.42830922 20
115 -03.85623916 -032.42828283
120 Linear Feature 83
111 -03.85625328 -032.42831118 20
115 -03.85625479 -032.42828479
120 Linear Feature 83
111 -03.85626696 -032.42831270 20
115 -03.85626846 -032.42828631
120 Linear Feature 83
111 -03.85628270 -032.42831506 20
115 -03.85628420 -032.42828867
120 Linear Feature 83
111 -03.85629826 -032.42831633 20
115 -03.85629976 -032.42828994
120 Linear Feature 83
111 -03.85631382 -032.42831778 20
115 -03.85631532 -032.42829139
120 Linear Feature 83
111 -03.85632754 -032.42831914 20
115 -03.85632904 -032.42829275
120 Linear Feature 83
111 -03.85634171 -032.42832020 20
115 -03.85634321 -032.42829381
120 Linear Feature 83
111 -03.85635527 -032.42832095 20
115 -03.85635678 -032.42829456
120 Linear Feature 83
111 -03.85636683 -032.42832209 20
115 -03.85636834 -032.42829570
120 Linear Feature 83
111 -03.85639899 -032.42832410 20
115 -03.85640050 -032.42829771
120 Linear Feature 83
111 -03.85638819 -032.42832360 20
115 -03.85638969 -032.42829721
120 Linear Feature 83
111 -03.85637776 -032.42832297 20
115 -03.85637927 -032.42829658
120 Linear Feature 83
111 -03.85619593 -032.42830505 20
115 -03.85619744 -032.42827865
120 Linear Feature 83
111 -03.85620844 -032.42830661 20
115 -03.85620994 -032.42828022
120 Linear Feature 83
111 -03.85622233 -032.42830814 20
115 -03.85622383 -032.42828174
120 Linear Feature 83
111 -03.85623774 -032.42830922 20
115 -03.85623925 -032.42828283
120 Linear Feature 83
111 -03.85625338 -032.42831118 20
115 -03.85625488 -032.42828479
120 Linear Feature 83
111 -03.85626705 -032.42831271 20
115 -03.85626856 -032.42828631
120 Linear Feature 83
111 -03.85628279 -032.42831506 20
115 -03.85628429 -032.42828867
120 Linear Feature 83
111 -03.85629835 -032.42831633 20
115 -03.85629985 -032.42828994
120 Linear Feature 83
111 -03.85631391 -032.42831778 20
115 -03.85631541 -032.42829139
120 Linear Feature 83
111 -03.85632763 -032.42831914 20
115 -03.85632913 -032.42829275
120 Linear Feature 83
111 -03.85634180 -032.42832020 20
115 -03.85634330 -032.42829381
120 Linear Feature 83
111 -03.85635537 -032.42832095 20
115 -03.85635687 -032.42829456
120 Linear Feature 83
111 -03.85636692 -032.42832209 20
115 -03.85636843 -032.42829570
120 Linear Feature 83
111 -03.85639909 -032.42832410 20
115 -03.85640059 -032.42829771
120 Linear Feature 83
111 -03.85638828 -032.42832360 20
115 -03.85638978 -032.42829721
120 Linear Feature 83
111 -03.85637785 -032.42832297 20
115 -03.85637936 -032.42829658
120 Linear Feature 83
111 -03.85619602 -032.42830505 20
115 -03.85619753 -032.42827865
120 Linear Feature 83
111 -03.85620853 -032.42830661 20
115 -03.85621003 -032.42828022
120 Linear Feature 83
111 -03.85622242 -032.42830814 20
115 -03.85622393 -032.42828174
120 Linear Feature 83
111 -03.85623783 -032.42830922 20
115 -03.85623934 -032.42828283
120 Linear Feature 83
111 -03.85625347 -032.42831118 20
115 -03.85625497 -032.42828479
120 Linear Feature 83
111 -03.85626714 -032.42831271 20
115 -03.85626865 -032.42828631
120 Linear Feature 83
111 -03.85628288 -032.42831506 20
115 -03.85628438 -032.42828867
120 Linear Feature 83
111 -03.85629844 -032.42831633 20
115 -03.85629994 -032.42828994
120 Linear Feature 83
111 -03.85631400 -032.42831778 20
115 -03.85631550 -032.42829139
120 Linear Feature 83
111 -03.85632772 -032.42831914 20
115 -03.85632922 -032.42829275
120 Linear Feature 83
111 -03.85634189 -032.42832020 20
115 -03.85634339 -032.42829381
120 Linear Feature 83
111 -03.85635546 -032.42832096 20
115 -03.85635696 -032.42829456
120 Linear Feature 83
111 -03.85636701 -032.42832209 20
115 -03.85636852 -032.42829570
120 Linear Feature 83
111 -03.85639918 -032.42832410 20
115 -03.85640068 -032.42829771
120 Linear Feature 83
111 -03.85638837 -032.42832360 20
115 -03.85638988 -032.42829721
120 Linear Feature 83
111 -03.85637794 -032.42832297 20
115 -03.85637945 -032.42829658
120 Linear Feature 83
111 -03.85619611 -032.42830503 20
115 -03.85619762 -032.42827863
120 Linear Feature 83
111 -03.85620862 -032.42830660 20
115 -03.85621012 -032.42828020
120 Linear Feature 83
111 -03.85622251 -032.42830812 20
115 -03.85622402 -032.42828172
120 Linear Feature 83
111 -03.85623793 -032.42830921 20
115 -03.85623943 -032.42828281
120 Linear Feature 83
111 -03.85625356 -032.42831116 20
115 -03.85625506 -032.42828477
120 Linear Feature 83
111 -03.85626723 -032.42831269 20
115 -03.85626874 -032.42828629
120 Linear Feature 83
111 -03.85628297 -032.42831504 20
115 -03.85628448 -032.42828865
120 Linear Feature 83
111 -03.85629853 -032.42831631 20
115 -03.85630003 -032.42828992
120 Linear Feature 83
111 -03.85631409 -032.42831777 20
115 -03.85631559 -032.42829137
120 Linear Feature 83
111 -03.85632781 -032.42831913 20
115 -03.85632931 -032.42829273
120 Linear Feature 83
111 -03.85634198 -032.42832018 20
115 -03.85634348 -032.42829379
120 Linear Feature 83
111 -03.85635555 -032.42832094 20
115 -03.85635705 -032.42829454
120 Linear Feature 83
111 -03.85636711 -032.42832207 20
115 -03.85636861 -032.42829568
120 Linear Feature 83
111 -03.85639927 -032.42832409 20
115 -03.85640077 -032.42829769
120 Linear Feature 83
111 -03.85638846 -032.42832358 20
115 -03.85638997 -032.42829719
120 Linear Feature 83
111 -03.85637804 -032.42832295 20
115 -03.85637954 -032.42829656
120 Linear Feature 83
111 -03.85619623 -032.42830505 20
115 -03.85619773 -032.42827866
120 Linear Feature 83
111 -03.85620873 -032.42830662 20
115 -03.85621023 -032.42828022
120 Linear Feature 83
111 -03.85622263 -032.42830814 20
115 -03.85622413 -032.42828175
120 Linear Feature 83
111 -03.85623804 -032.42830923 20
115 -03.85623954 -032.42828283
120 Linear Feature 83
111 -03.85625367 -032.42831119 20
115 -03.85625517 -032.42828479
120 Linear Feature 83
111 -03.85626735 -032.42831271 20
115 -03.85626885 -032.42828632
120 Linear Feature 83
111 -03.85628308 -032.42831507 20
115 -03.85628459 -032.42828867
120 Linear Feature 83
111 -03.85629864 -032.42831634 20
115 -03.85630015 -032.42828994
120 Linear Feature 83
111 -03.85631420 -032.42831779 20
115 -03.85631570 -032.42829139
120 Linear Feature 83
111 -03.85632792 -032.42831915 20
115 -03.85632942 -032.42829275
120 Linear Feature 83
111 -03.85634209 -032.42832020 20
115 -03.85634359 -032.42829381
120 Linear Feature 83
111 -03.85635566 -032.42832096 20
115 -03.85635716 -032.42829457
120 Linear Feature 83
111 -03.85636722 -032.42832209 20
115 -03.85636872 -032.42829570
120 Linear Feature 83
111 -03.85639938 -032.42832411 20
115 -03.85640088 -032.42829771
120 Linear Feature 83
111 -03.85638857 -032.42832360 20
115 -03.85639008 -032.42829721
120 Linear Feature 83
111 -03.85637815 -032.42832298 20
115 -03.85637965 -032.42829658
120 Linear Feature 83
111 -03.85619632 -032.42830504 20
115 -03.85619782 -032.42827864
120 Linear Feature 83
111 -03.85620882 -032.42830660 20
115 -03.85621032 -032.42828021
120 Linear Feature 83
111 -03.85622271 -032.42830813 20
115 -03.85622422 -032.42828173
120 Linear Feature 83
111 -03.85623813 -032.42830921 20
115 -03.85623963 -032.42828282
120 Linear Feature 83
111 -03.85625376 -032.42831117 20
115 -03.85625526 -032.42828478
120 Linear Feature 83
111 -03.85626743 -032.42831270 20
115 -03.85626894 -032.42828630
120 Linear Feature 83
111 -03.85628317 -032.42831505 20
115 -03.85628468 -032.42828866
120 Linear Feature 83
111 -03.85629873 -032.42831632 20
115 -03.85630023 -032.42828993
120 Linear Feature 83
111 -03.85631429 -032.42831777 20
115 -03.85631579 -032.42829138
120 Linear Feature 83
111 -03.85632801 -032.42831913 20
115 -03.85632951 -032.42829274
120 Linear Feature 83
111 -03.85634218 -032.42832019 20
115 -03.85634368 -032.42829379
120 Linear Feature 83
111 -03.85635575 -032.42832095 20
115 -03.85635725 -032.42829455
120 Linear Feature 83
111 -03.85636731 -032.42832208 20
115 -03.85636881 -032.42829568
120 Linear Feature 83
111 -03.85639947 -032.42832409 20
115 -03.85640097 -032.42829770
120 Linear Feature 83
111 -03.85638866 -032.42832359 20
115 -03.85639017 -032.42829719
120 Linear Feature 83
111 -03.85637824 -032.42832296 20
115 -03.85637974 -032.42829656
120 Linear Feature 83
111 -03.85619641 -032.42830504 20
115 -03.85619791 -032.42827865
120 Linear Feature 83
111 -03.85620891 -032.42830661 20
115 -03.85621042 -032.42828021
120 Linear Feature 83
111 -03.85622281 -032.42830813 20
115 -03.85622431 -032.42828174
120 Linear Feature 83
111 -03.85623822 -032.42830922 20
115 -03.85623972 -032.42828282
120 Linear Feature 83
111 -03.85625385 -032.42831118 20
115 -03.85625535 -032.42828478
120 Linear Feature 83
111 -03.85626753 -032.42831270 20
115 -03.85626903 -032.42828631
120 Linear Feature 83
111 -03.85628327 -032.42831506 20
115 -03.85628477 -032.42828866
120 Linear Feature 83
111 -03.85629882 -032.42831633 20
115 -03.85630033 -032.42828993
120 Linear Feature 83
111 -03.85631438 -032.42831778 20
115 -03.85631588 -032.42829138
120 Linear Feature 83
111 -03.85632810 -032.42831914 20
115 -03.85632960 -032.42829274
120 Linear Feature 83
111 -03.85634227 -032.42832020 20
115 -03.85634378 -032.42829380
120 Linear Feature 83
111 -03.85635584 -032.42832095 20
115 -03.85635734 -032.42829456
120 Linear Feature 83
111 -03.85636740 -032.42832209 20
115 -03.85636890 -032.42829569
120 Linear Feature 83
111 -03.85639956 -032.42832410 20
115 -03.85640106 -032.42829770
120 Linear Feature 83
111 -03.85638875 -032.42832360 20
115 -03.85639026 -032.42829720
120 Linear Feature 83
111 -03.85637833 -032.42832297 20
115 -03.85637983 -032.42829657
120 Linear Feature 83
111 -03.85619651 -032.42830507 20
115 -03.85619801 -032.42827867
120 Linear Feature 83
111 -03.85620902 -032.42830663 20
115 -03.85621052 -032.42828024
120 Linear Feature 83
111 -03.85622291 -032.42830816 20
115 -03.85622441 -032.42828176
120 Linear Feature 83
111 -03.85623832 -032.42830925 20
115 -03.85623983 -032.42828285
120 Linear Feature 83
111 -03.85625395 -032.42831120 20
115 -03.85625546 -032.42828481
120 Linear Feature 83
111 -03.85626763 -032.42831273 20
115 -03.85626913 -032.42828633
120 Linear Feature 83
111 -03.85628337 -032.42831508 20
115 -03.85628487 -032.42828869
120 Linear Feature 83
111 -03.85629893 -032.42831635 20
115 -03.85630043 -032.42828995
120 Linear Feature 83
111 -03.85631449 -032.42831780 20
115 -03.85631599 -032.42829141
120 Linear Feature 83
111 -03.85632820 -032.42831916 20
115 -03.85632971 -032.42829277
120 Linear Feature 83
111 -03.85634238 -032.42832022 20
115 -03.85634388 -032.42829382
120 Linear Feature 83
111 -03.85635594 -032.42832098 20
115 -03.85635745 -032.42829458
120 Linear Feature 83
111 -03.85636750 -032.42832211 20
115 -03.85636900 -032.42829571
120 Linear Feature 83
111 -03.85639966 -032.42832413 20
115 -03.85640117 -032.42829773
120 Linear Feature 83
111 -03.85638886 -032.42832362 20
115 -03.85639036 -032.42829722
120 Linear Feature 83
111 -03.85637843 -032.42832299 20
115 -03.85637994 -032.42829659
120 Linear Feature 83
111 -03.85619660 -032.42830507 20
115 -03.85619810 -032.42827867
120 Linear Feature 83
111 -03.85620911 -032.42830663 20
115 -03.85621061 -032.42828024
120 Linear Feature 83
111 -03.85622300 -032.42830816 20
115 -03.85622450 -032.42828176
120 Linear Feature 83
111 -03.85623841 -032.42830925 20
115 -03.85623992 -032.42828285
120 Linear Feature 83
111 -03.85625404 -032.42831120 20
115 -03.85625555 -032.42828480
120 Linear Feature 83
111 -03.85626772 -032.42831273 20
115 -03.85626922 -032.42828633
120 Linear Feature 83
111 -03.85628346 -032.42831508 20
115 -03.85628496 -032.42828869
120 Linear Feature 83
111 -03.85629902 -032.42831635 20
115 -03.85630052 -032.42828995
120 Linear Feature 83
111 -03.85631458 -032.42831780 20
115 -03.85631608 -032.42829141
120 Linear Feature 83
111 -03.85632830 -032.42831916 20
115 -03.85632980 -032.42829277
120 Linear Feature 83
111 -03.85634247 -032.42832022 20
115 -03.85634397 -032.42829382
120 Linear Feature 83
111 -03.85635604 -032.42832098 20
115 -03.85635754 -032.42829458
120 Linear Feature 83
111 -03.85636759 -032.42832211 20
115 -03.85636910 -032.42829571
120 Linear Feature 83
111 -03.85639975 -032.42832413 20
115 -03.85640126 -032.42829773
120 Linear Feature 83
111 -03.85638895 -032.42832362 20
115 -03.85639045 -032.42829722
120 Linear Feature 83
111 -03.85637852 -032.42832299 20
115 -03.85638003 -032.42829659
120 Linear Feature 83
111 -03.85619669 -032.42830507 20
115 -03.85619820 -032.42827867
120 Linear Feature 83
111 -03.85620920 -032.42830664 20
115 -03.85621070 -032.42828024
120 Linear Feature 83
111 -03.85622309 -032.42830816 20
115 -03.85622460 -032.42828176
120 Linear Feature 83
111 -03.85623850 -032.42830925 20
115 -03.85624001 -032.42828285
120 Linear Feature 83
111 -03.85625413 -032.42831121 20
115 -03.85625564 -032.42828480
120 Linear Feature 83
111 -03.85626781 -032.42831273 20
115 -03.85626932 -032.42828633
120 Linear Feature 83
111 -03.85628355 -032.42831509 20
115 -03.85628505 -032.42828868
120 Linear Feature 83
111 -03.85629911 -032.42831635 20
115 -03.85630061 -032.42828995
120 Linear Feature 83
111 -03.85631467 -032.42831780 20
115 -03.85631617 -032.42829141
120 Linear Feature 83
111 -03.85632839 -032.42831916 20
115 -03.85632989 -032.42829277
120 Linear Feature 83
111 -03.85634256 -032.42832022 20
115 -03.85634406 -032.42829382
120 Linear Feature 83
111 -03.85635613 -032.42832098 20
115 -03.85635763 -032.42829458
120 Linear Feature 83
111 -03.85636768 -032.42832211 20
115 -03.85636919 -032.42829571
120 Linear Feature 83
111 -03.85639984 -032.42832413 20
115 -03.85640135 -032.42829773
120 Linear Feature 83
111 -03.85638904 -032.42832362 20
115 -03.85639054 -032.42829722
120 Linear Feature 83
111 -03.85637861 -032.42832299 20
115 -03.85638012 -032.42829659
120 Linear Feature 83
111 -03.85619681 -032.42830512 20
115 -03.85619831 -032.42827872
120 Linear Feature 83
111 -03.85620931 -032.42830668 20
115 -03.85621081 -032.42828028
120 Linear Feature 83
111 -03.85622320 -032.42830821 20
115 -03.85622471 -032.42828181
120 Linear Feature 83
111 -03.85623862 -032.42830929 20
115 -03.85624012 -032.42828289
120 Linear Feature 83
111 -03.85625425 -032.42831125 20
115 -03.85625575 -032.42828485
120 Linear Feature 83
111 -03.85626793 -032.42831278 20
115 -03.85626943 -032.42828637
120 Linear Feature 83
111 -03.85628366 -032.42831513 20
115 -03.85628517 -032.42828873
120 Linear Feature 83
111 -03.85629922 -032.42831640 20
115 -03.85630073 -032.42829000
120 Linear Feature 83
111 -03.85631478 -032.42831785 20
115 -03.85631628 -032.42829145
120 Linear Feature 83
111 -03.85632850 -032.42831921 20
115 -03.85633000 -032.42829281
120 Linear Feature 83
111 -03.85634267 -032.42832027 20
115 -03.85634417 -032.42829387
120 Linear Feature 83
111 -03.85635624 -032.42832103 20
115 -03.85635774 -032.42829462
120 Linear Feature 83
111 -03.85636780 -032.42832216 20
115 -03.85636930 -032.42829576
120 Linear Feature 83
111 -03.85639996 -032.42832417 20
115 -03.85640146 -032.42829777
120 Linear Feature 83
111 -03.85638915 -032.42832367 20
115 -03.85639066 -032.42829727
120 Linear Feature 83
111 -03.85637873 -032.42832304 20
115 -03.85638023 -032.42829664
120 Linear Feature 83
111 -03.85619692 -032.42830514 20
115 -03.85619842 -032.42827874
120 Linear Feature 83
111 -03.85620942 -032.42830671 20
115 -03.85621093 -032.42828030
120 Linear Feature 83
111 -03.85622331 -032.42830823 20
115 -03.85622482 -032.42828183
120 Linear Feature 83
111 -03.85623873 -032.42830932 20
115 -03.85624023 -032.42828291
120 Linear Feature 83
111 -03.85625436 -032.42831127 20
115 -03.85625586 -032.42828487
120 Linear Feature 83
111 -03.85626804 -032.42831280 20
115 -03.85626954 -032.42828640
120 Linear Feature 83
111 -03.85628378 -032.42831516 20
115 -03.85628528 -032.42828875
120 Linear Feature 83
111 -03.85629933 -032.42831642 20
115 -03.85630084 -032.42829002
120 Linear Feature 83
111 -03.85631489 -032.42831787 20
115 -03.85631640 -032.42829147
120 Linear Feature 83
111 -03.85632861 -032.42831923 20
115 -03.85633012 -032.42829283
120 Linear Feature 83
111 -03.85634278 -032.42832029 20
115 -03.85634429 -032.42829389
120 Linear Feature 83
111 -03.85635635 -032.42832105 20
115 -03.85635785 -032.42829465
120 Linear Feature 83
111 -03.85636791 -032.42832218 20
115 -03.85636941 -032.42829578
120 Linear Feature 83
111 -03.85640007 -032.42832420 20
115 -03.85640157 -032.42829779
120 Linear Feature 83
111 -03.85638926 -032.42832369 20
115 -03.85639077 -032.42829729
120 Linear Feature 83
111 -03.85637884 -032.42832306 20
115 -03.85638034 -032.42829666
120 Linear Feature 83
111 -03.85619701 -032.42830512 20
115 -03.85619851 -032.42827872
120 Linear Feature 83
111 -03.85620951 -032.42830669 20
115 -03.85621101 -032.42828029
120 Linear Feature 83
111 -03.85622340 -032.42830821 20
115 -03.85622491 -032.42828181
120 Linear Feature 83
111 -03.85623882 -032.42830930 20
115 -03.85624032 -032.42828290
120 Linear Feature 83
111 -03.85625445 -032.42831126 20
115 -03.85625595 -032.42828486
120 Linear Feature 83
111 -03.85626812 -032.42831278 20
115 -03.85626963 -032.42828638
120 Linear Feature 83
111 -03.85628386 -032.42831514 20
115 -03.85628537 -032.42828874
120 Linear Feature 83
111 -03.85629942 -032.42831641 20
115 -03.85630093 -032.42829001
120 Linear Feature 83
111 -03.85631498 -032.42831786 20
115 -03.85631648 -032.42829146
120 Linear Feature 83
111 -03.85632870 -032.42831922 20
115 -03.85633020 -032.42829282
120 Linear Feature 83
111 -03.85634287 -032.42832028 20
115 -03.85634437 -032.42829387
120 Linear Feature 83
111 -03.85635644 -032.42832103 20
115 -03.85635794 -032.42829463
120 Linear Feature 83
111 -03.85636800 -032.42832217 20
115 -03.85636950 -032.42829576
120 Linear Feature 83
111 -03.85640016 -032.42832418 20
115 -03.85640166 -032.42829778
120 Linear Feature 83
111 -03.85638935 -032.42832368 20
115 -03.85639086 -032.42829727
120 Linear Feature 83
111 -03.85637893 -032.42832305 20
115 -03.85638043 -032.42829664
120 Linear Feature 83
111 -03.85619710 -032.42830513 20
115 -03.85619860 -032.42827873
120 Linear Feature 83
111 -03.85620960 -032.42830670 20
115 -03.85621111 -032.42828030
120 Linear Feature 83
111 -03.85622350 -032.42830822 20
115 -03.85622500 -032.42828182
120 Linear Feature 83
111 -03.85623891 -032.42830931 20
115 -03.85624041 -032.42828291
120 Linear Feature 83
111 -03.85625454 -032.42831127 20
115 -03.85625604 -032.42828486
120 Linear Feature 83
111 -03.85626822 -032.42831279 20
115 -03.85626972 -032.42828639
120 Linear Feature 83
111 -03.85628396 -032.42831515 20
115 -03.85628546 -032.42828875
120 Linear Feature 83
111 -03.85629951 -032.42831642 20
115 -03.85630102 -032.42829001
120 Linear Feature 83
111 -03.85631507 -032.42831787 20
115 -03.85631658 -032.42829146
120 Linear Feature 83
111 -03.85632879 -032.42831923 20
115 -03.85633029 -032.42829282
120 Linear Feature 83
111 -03.85634296 -032.42832029 20
115 -03.85634447 -032.42829388
120 Linear Feature 83
111 -03.85635653 -032.42832104 20
115 -03.85635804 -032.42829464
120 Linear Feature 83
111 -03.85636809 -032.42832217 20
115 -03.85636959 -032.42829577
120 Linear Feature 83
111 -03.85640025 -032.42832419 20
115 -03.85640175 -032.42829778
120 Linear Feature 83
111 -03.85638945 -032.42832369 20
115 -03.85639095 -032.42829728
120 Linear Feature 83
111 -03.85637902 -032.42832306 20
115 -03.85638052 -032.42829665
120 Linear Feature 83
111 -03.85619720 -032.42830516 20
115 -03.85619871 -032.42827875
120 Linear Feature 83
111 -03.85620971 -032.42830672 20
115 -03.85621121 -032.42828032
120 Linear Feature 83
111 -03.85622360 -032.42830825 20
115 -03.85622510 -032.42828184
120 Linear Feature 83
111 -03.85623901 -032.42830933 20
115 -03.85624052 -032.42828293
120 Linear Feature 83
111 -03.85625464 -032.42831129 20
115 -03.85625615 -032.42828489
120 Linear Feature 83
111 -03.85626832 -032.42831281 20
115 -03.85626983 -032.42828641
120 Linear Feature 83
111 -03.85628406 -032.42831517 20
115 -03.85628556 -032.42828877
120 Linear Feature 83
111 -03.85629962 -032.42831644 20
115 -03.85630112 -032.42829004
120 Linear Feature 83
111 -03.85631518 -032.42831789 20
115 -03.85631668 -032.42829149
120 Linear Feature 83
111 -03.85632889 -032.42831925 20
115 -03.85633040 -032.42829285
120 Linear Feature 83
111 -03.85634307 -032.42832031 20
115 -03.85634457 -032.42829390
120 Linear Feature 83
111 -03.85635663 -032.42832106 20
115 -03.85635814 -032.42829466
120 Linear Feature 83
111 -03.85636819 -032.42832220 20
115 -03.85636970 -032.42829579
120 Linear Feature 83
111 -03.85640035 -032.42832421 20
115 -03.85640186 -032.42829781
120 Linear Feature 83
111 -03.85638955 -032.42832371 20
115 -03.85639105 -032.42829730
120 Linear Feature 83
111 -03.85637912 -032.42832308 20
115 -03.85638063 -032.42829667
120 Linear Feature 83
111 -03.85619729 -032.42830516 20
115 -03.85619880 -032.42827875
120 Linear Feature 83
